Airline,Type of Traveller,Month Flown,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating
Qatar Airways,Couple Leisure,November 2020,5,5,5,4,1,1.0
Qatar Airways,Solo Leisure,August 2021,4,5,4,5,5,4.555555555555555
Qatar Airways,Family Leisure,August 2021,5,5,5,4,4,4.555555555555555
Qatar Airways,Business,August 2021,5,5,5,5,4,4.555555555555555
Qatar Airways,Family Leisure,March 2021,5,5,4,5,1,1.0
Qatar Airways,Family Leisure,August 2021,5,5,4,5,5,5.0
Qatar Airways,Solo Leisure,July 2021,4,5,5,5,5,5.0
Qatar Airways,Couple Leisure,August 2021,5,3,5,5,5,5.0
Qatar Airways,Solo Leisure,August 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,July 2021,3,4,5,3,1,1.0
Qatar Airways,Couple Leisure,August 2021,5,5,5,4,3,2.7777777777777777
Qatar Airways,Family Leisure,July 2021,5,5,3,5,2,1.8888888888888888
Qatar Airways,Family Leisure,July 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,July 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,July 2021,4,5,5,5,5,5.0
Qatar Airways,Solo Leisure,June 2021,5,5,5,3,5,4.555555555555555
Qatar Airways,Solo Leisure,July 2021,4,5,5,5,4,3.666666666666666
Qatar Airways,Solo Leisure,July 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,February 2021,5,3,4,5,5,2.7777777777777777
Qatar Airways,Solo Leisure,June 2021,4,5,5,3,5,5.0
Qatar Airways,Solo Leisure,June 2021,5,5,5,5,5,5.0
Qatar Airways,Business,June 2021,5,5,5,5,1,1.0
Qatar Airways,Family Leisure,May 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,May 2021,5,5,5,4,3,3.666666666666666
Qatar Airways,Solo Leisure,June 2021,5,5,4,4,4,4.555555555555555
Qatar Airways,Business,April 2021,5,5,4,5,4,4.555555555555555
Qatar Airways,Business,June 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,May 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,June 2021,4,5,5,4,5,4.555555555555555
Qatar Airways,Solo Leisure,May 2021,4,5,5,4,5,5.0
Qatar Airways,Family Leisure,May 2021,5,5,5,5,5,4.555555555555555
Qatar Airways,Business,May 2021,5,5,5,5,5,4.111111111111111
Qatar Airways,Family Leisure,May 2021,5,5,5,4,5,5.0
Qatar Airways,Family Leisure,May 2021,5,5,5,5,1,1.0
Qatar Airways,Family Leisure,May 2021,4,5,5,5,1,1.0
Qatar Airways,Couple Leisure,April 2021,5,5,5,4,1,2.7777777777777777
Qatar Airways,Solo Leisure,April 2021,4,5,5,5,5,5.0
Qatar Airways,Solo Leisure,April 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,April 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,April 2021,4,5,5,5,4,4.111111111111111
Qatar Airways,Couple Leisure,April 2021,4,5,5,5,4,4.555555555555555
Qatar Airways,Solo Leisure,March 2021,5,5,4,5,5,5.0
Qatar Airways,Business,April 2021,5,5,5,5,4,4.555555555555555
Qatar Airways,Solo Leisure,April 2021,5,5,4,5,5,5.0
Qatar Airways,Business,April 2021,5,5,5,3,5,5.0
Qatar Airways,Couple Leisure,March 2021,5,5,5,3,5,5.0
Qatar Airways,Solo Leisure,March 2021,5,5,5,5,5,5.0
Qatar Airways,Couple Leisure,March 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,March 2021,5,5,5,3,5,5.0
Qatar Airways,Couple Leisure,March 2021,5,5,5,5,1,1.0
Qatar Airways,Business,March 2021,5,3,5,5,5,5.0
Qatar Airways,Family Leisure,March 2021,5,5,5,5,5,5.0
Qatar Airways,Family Leisure,March 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,February 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,February 2021,4,5,5,5,3,5.0
Qatar Airways,Business,February 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,February 2021,5,5,5,5,5,4.555555555555555
Qatar Airways,Couple Leisure,February 2021,5,5,4,5,4,5.0
Qatar Airways,Solo Leisure,February 2021,4,5,5,5,5,5.0
Qatar Airways,Business,February 2021,5,5,5,5,5,4.555555555555555
Qatar Airways,Business,February 2021,5,5,5,5,5,5.0
Qatar Airways,Family Leisure,February 2021,5,5,3,4,5,5.0
Qatar Airways,Solo Leisure,January 2021,5,5,4,5,5,5.0
Qatar Airways,Couple Leisure,January 2021,5,5,5,5,4,5.0
Qatar Airways,Family Leisure,January 2021,5,5,2,5,5,5.0
Qatar Airways,Business,January 2021,5,5,5,4,5,4.555555555555555
Qatar Airways,Solo Leisure,January 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,January 2021,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,December 2020,5,5,4,5,2,1.4444444444444444
Qatar Airways,Solo Leisure,January 2021,5,4,5,5,5,5.0
Qatar Airways,Family Leisure,January 2021,5,5,5,5,1,1.0
Qatar Airways,Couple Leisure,January 2021,5,5,5,4,4,4.111111111111111
Qatar Airways,Solo Leisure,December 2020,4,1,5,4,5,5.0
Qatar Airways,Solo Leisure,December 2020,4,5,5,4,5,5.0
Qatar Airways,Solo Leisure,December 2020,5,5,5,3,4,5.0
Qatar Airways,Couple Leisure,December 2020,4,5,4,4,5,5.0
Qatar Airways,Solo Leisure,December 2020,3,5,5,5,5,5.0
Qatar Airways,Business,December 2020,5,5,5,5,4,5.0
Qatar Airways,Solo Leisure,December 2020,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,February 2020,2,5,4,5,5,5.0
Qatar Airways,Solo Leisure,December 2020,5,4,4,4,5,5.0
Qatar Airways,Solo Leisure,March 2020,5,4,5,3,1,1.0
Qatar Airways,Solo Leisure,November 2020,5,5,5,5,5,5.0
Qatar Airways,Business,November 2020,5,5,5,2,5,5.0
Qatar Airways,Couple Leisure,October 2020,4,4,5,4,5,2.333333333333333
Qatar Airways,Couple Leisure,November 2020,5,5,5,3,5,5.0
Qatar Airways,Family Leisure,March 2020,5,5,5,4,5,3.666666666666666
Qatar Airways,Solo Leisure,November 2020,4,5,5,5,4,4.555555555555555
Qatar Airways,Couple Leisure,November 2020,4,5,3,5,1,1.4444444444444444
Qatar Airways,Solo Leisure,November 2020,5,5,5,4,4,5.0
Qatar Airways,Family Leisure,November 2020,5,5,4,4,5,5.0
Qatar Airways,Couple Leisure,November 2020,4,5,5,5,1,1.0
Qatar Airways,Solo Leisure,October 2020,4,5,5,5,5,5.0
Qatar Airways,Solo Leisure,October 2020,5,5,4,4,5,5.0
Qatar Airways,Business,October 2020,5,5,5,4,5,4.555555555555555
Qatar Airways,Family Leisure,October 2020,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,April 2020,5,5,5,5,1,1.0
Qatar Airways,Solo Leisure,October 2020,5,4,5,5,5,5.0
Qatar Airways,Business,October 2020,1,5,5,4,5,5.0
Qatar Airways,Solo Leisure,October 2020,5,5,5,4,5,4.555555555555555
Qatar Airways,Business,September 2020,5,5,5,5,5,5.0
Qatar Airways,Family Leisure,September 2020,5,5,4,3,5,5.0
Qatar Airways,Business,August 2020,5,5,5,3,3,4.111111111111111
Qatar Airways,Business,June 2020,5,5,3,5,4,5.0
Qatar Airways,Couple Leisure,September 2020,4,5,5,4,5,5.0
Qatar Airways,Solo Leisure,August 2020,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,September 2020,4,5,5,5,5,5.0
Qatar Airways,Solo Leisure,August 2020,4,5,5,5,5,5.0
Qatar Airways,Solo Leisure,September 2020,5,5,5,5,1,1.0
Qatar Airways,Solo Leisure,August 2020,5,5,5,5,4,5.0
Qatar Airways,Solo Leisure,August 2020,4,5,5,5,5,5.0
Qatar Airways,Solo Leisure,August 2020,5,5,5,4,4,5.0
Qatar Airways,Couple Leisure,August 2020,5,1,5,5,5,4.555555555555555
Qatar Airways,Solo Leisure,July 2020,5,5,5,2,5,5.0
Qatar Airways,Business,August 2020,5,5,5,5,5,5.0
Qatar Airways,Family Leisure,August 2020,5,5,5,5,2,1.0
Qatar Airways,Solo Leisure,August 2020,5,5,5,5,4,4.555555555555555
Qatar Airways,Couple Leisure,August 2020,5,5,5,5,5,4.555555555555555
Qatar Airways,Business,August 2020,5,5,5,4,4,5.0
Qatar Airways,Solo Leisure,August 2020,5,5,4,3,5,5.0
Qatar Airways,Solo Leisure,August 2020,3,5,4,4,5,5.0
Qatar Airways,Family Leisure,August 2020,5,5,5,5,4,5.0
Qatar Airways,Solo Leisure,July 2020,5,5,4,3,5,5.0
Qatar Airways,Solo Leisure,July 2020,5,5,5,5,5,5.0
Qatar Airways,Family Leisure,July 2020,4,5,5,5,5,5.0
Qatar Airways,Family Leisure,July 2020,5,5,5,4,4,5.0
Qatar Airways,Solo Leisure,July 2020,5,5,1,5,4,5.0
Qatar Airways,Couple Leisure,November 2019,5,5,5,3,5,5.0
Qatar Airways,Solo Leisure,July 2020,5,3,4,3,5,5.0
Qatar Airways,Couple Leisure,April 2020,5,4,1,5,5,4.111111111111111
Qatar Airways,Couple Leisure,July 2020,5,5,5,5,5,5.0
Qatar Airways,Family Leisure,July 2020,5,5,5,4,2,1.0
Qatar Airways,Couple Leisure,June 2020,5,5,4,1,5,5.0
Qatar Airways,Business,June 2020,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,September 2019,5,1,5,5,3,1.0
Qatar Airways,Solo Leisure,June 2020,5,4,4,5,5,5.0
Qatar Airways,Couple Leisure,May 2020,4,5,4,5,1,4.111111111111111
Qatar Airways,Couple Leisure,February 2020,5,4,5,5,5,5.0
Qatar Airways,Family Leisure,May 2020,4,5,5,5,5,5.0
Qatar Airways,Family Leisure,March 2020,3,5,5,5,5,5.0
Qatar Airways,Business,May 2020,5,5,5,4,5,5.0
Qatar Airways,Couple Leisure,March 2020,4,4,5,3,4,5.0
Qatar Airways,Family Leisure,April 2020,3,4,4,5,5,5.0
Qatar Airways,Couple Leisure,March 2020,3,5,1,4,5,4.555555555555555
Qatar Airways,Solo Leisure,March 2020,2,5,5,4,5,4.555555555555555
Qatar Airways,Solo Leisure,March 2020,5,5,5,4,5,5.0
Qatar Airways,Couple Leisure,March 2020,5,5,5,3,4,4.555555555555555
Qatar Airways,Couple Leisure,March 2020,3,1,5,5,5,5.0
Qatar Airways,Business,March 2020,5,5,5,5,1,1.0
Qatar Airways,Solo Leisure,January 2020,2,4,5,4,4,1.0
Qatar Airways,Couple Leisure,March 2020,4,5,5,4,4,5.0
Qatar Airways,Couple Leisure,December 2019,5,5,3,5,2,2.7777777777777777
Qatar Airways,Business,March 2020,4,5,4,4,5,5.0
Qatar Airways,Business,March 2020,4,4,5,3,2,1.4444444444444444
Qatar Airways,Couple Leisure,February 2020,5,5,4,3,4,2.7777777777777777
Qatar Airways,Couple Leisure,March 2020,5,5,3,4,5,5.0
Qatar Airways,Solo Leisure,February 2020,2,5,1,4,2,2.333333333333333
Qatar Airways,Solo Leisure,February 2020,5,5,5,5,4,5.0
Qatar Airways,Couple Leisure,February 2020,5,5,2,5,5,5.0
Qatar Airways,Couple Leisure,February 2020,1,5,4,5,3,2.333333333333333
Qatar Airways,Solo Leisure,February 2020,4,3,3,4,4,3.666666666666666
Qatar Airways,Solo Leisure,February 2020,2,3,5,5,4,4.111111111111111
Qatar Airways,Business,February 2020,5,4,5,4,5,5.0
Qatar Airways,Solo Leisure,February 2020,5,1,4,4,5,4.555555555555555
Qatar Airways,Solo Leisure,February 2020,5,5,5,5,4,4.111111111111111
Qatar Airways,Couple Leisure,February 2020,5,4,4,5,5,5.0
Qatar Airways,Solo Leisure,February 2020,3,3,5,3,5,5.0
Qatar Airways,Business,February 2020,5,5,1,5,1,1.0
Qatar Airways,Couple Leisure,January 2020,3,4,5,5,5,5.0
Qatar Airways,Solo Leisure,February 2020,4,3,2,5,1,1.4444444444444444
Qatar Airways,Couple Leisure,January 2020,3,5,5,2,4,4.111111111111111
Qatar Airways,Couple Leisure,January 2020,4,5,5,1,5,5.0
Qatar Airways,Family Leisure,October 2019,3,5,4,3,1,1.0
Qatar Airways,Solo Leisure,October 2019,4,5,5,5,5,5.0
Qatar Airways,Couple Leisure,January 2020,4,3,2,5,5,5.0
Qatar Airways,Business,January 2020,5,1,5,5,4,1.8888888888888888
Qatar Airways,Solo Leisure,January 2020,3,5,4,5,5,5.0
Qatar Airways,Couple Leisure,January 2020,1,2,5,5,4,4.111111111111111
Qatar Airways,Couple Leisure,December 2019,5,5,3,4,1,1.0
Qatar Airways,Solo Leisure,August 2019,5,4,3,5,5,5.0
Qatar Airways,Solo Leisure,September 2019,1,5,5,5,5,5.0
Qatar Airways,Couple Leisure,August 2019,5,5,5,5,2,2.333333333333333
Qatar Airways,Solo Leisure,January 2020,5,5,5,3,5,5.0
Qatar Airways,Solo Leisure,January 2020,2,5,4,4,1,1.0
Qatar Airways,Couple Leisure,September 2019,5,1,3,5,1,1.0
Qatar Airways,Couple Leisure,December 2019,5,5,5,4,5,5.0
Qatar Airways,Solo Leisure,January 2020,5,4,3,3,3,3.666666666666666
Qatar Airways,Solo Leisure,December 2019,2,5,5,5,4,4.111111111111111
Qatar Airways,Solo Leisure,January 2020,5,5,3,4,2,1.8888888888888888
Qatar Airways,Solo Leisure,December 2019,4,5,4,2,4,4.555555555555555
Qatar Airways,Couple Leisure,January 2020,5,5,4,4,4,3.666666666666666
Qatar Airways,Couple Leisure,January 2020,5,5,4,5,3,2.7777777777777777
Qatar Airways,Solo Leisure,January 2020,5,5,5,5,5,5.0
Qatar Airways,Couple Leisure,January 2020,4,4,4,3,3,3.666666666666666
Qatar Airways,Couple Leisure,December 2019,1,3,2,4,4,3.2222222222222223
Qatar Airways,Business,December 2019,5,4,2,5,5,5.0
Qatar Airways,Couple Leisure,December 2019,5,3,5,4,2,2.7777777777777777
Qatar Airways,Solo Leisure,December 2019,5,5,4,2,5,4.555555555555555
Qatar Airways,Family Leisure,December 2019,3,5,2,2,5,5.0
Qatar Airways,Couple Leisure,December 2019,4,5,5,4,3,2.333333333333333
Qatar Airways,Couple Leisure,December 2019,4,5,5,5,4,5.0
Qatar Airways,Business,December 2019,4,4,3,4,2,1.0
Qatar Airways,Couple Leisure,December 2019,4,5,1,5,4,4.555555555555555
Qatar Airways,Couple Leisure,September 2019,2,5,2,5,2,1.0
Qatar Airways,Couple Leisure,October 2019,3,3,4,5,5,4.555555555555555
Qatar Airways,Solo Leisure,December 2019,2,5,1,5,5,2.7777777777777777
Qatar Airways,Couple Leisure,November 2019,4,5,5,5,2,1.0
Qatar Airways,Couple Leisure,December 2019,5,5,5,3,3,4.555555555555555
Qatar Airways,Couple Leisure,December 2019,4,5,5,4,5,4.555555555555555
Qatar Airways,Couple Leisure,December 2019,4,5,3,4,5,5.0
Qatar Airways,Solo Leisure,December 2019,4,4,4,5,4,3.666666666666666
Qatar Airways,Solo Leisure,December 2019,4,5,5,1,1,1.4444444444444444
Qatar Airways,Solo Leisure,December 2019,1,2,1,3,5,5.0
Qatar Airways,Solo Leisure,November 2019,2,4,5,3,5,4.555555555555555
Qatar Airways,Solo Leisure,November 2019,2,2,5,5,5,5.0
Qatar Airways,Solo Leisure,November 2019,5,5,2,1,1,1.4444444444444444
Qatar Airways,Business,November 2019,5,5,5,5,3,1.8888888888888888
Qatar Airways,Solo Leisure,December 2019,2,3,5,5,5,5.0
Qatar Airways,Solo Leisure,December 2019,4,5,1,2,4,4.555555555555555
Qatar Airways,Family Leisure,November 2019,5,3,5,5,4,4.111111111111111
Qatar Airways,Business,December 2019,4,2,5,2,3,3.666666666666666
Qatar Airways,Couple Leisure,November 2019,3,5,2,5,3,1.8888888888888888
Qatar Airways,Solo Leisure,November 2019,2,5,5,5,3,3.2222222222222223
Qatar Airways,Family Leisure,November 2019,3,4,5,4,4,4.111111111111111
Qatar Airways,Couple Leisure,November 2019,1,5,5,5,4,2.7777777777777777
Qatar Airways,Family Leisure,November 2019,5,4,1,5,5,4.555555555555555
Qatar Airways,Solo Leisure,August 2019,5,3,1,3,3,3.666666666666666
Qatar Airways,Business,November 2019,5,5,2,4,2,1.4444444444444444
Qatar Airways,Business,October 2019,4,3,5,4,3,1.8888888888888888
Qatar Airways,Business,November 2019,4,3,5,4,1,1.8888888888888888
Qatar Airways,Couple Leisure,October 2019,5,5,5,5,5,5.0
Qatar Airways,Business,November 2019,5,5,4,4,4,2.7777777777777777
Qatar Airways,Business,October 2019,3,3,5,5,2,1.4444444444444444
Qatar Airways,Family Leisure,November 2019,5,1,4,2,3,2.333333333333333
Qatar Airways,Family Leisure,November 2019,4,5,2,4,5,3.2222222222222223
Qatar Airways,Solo Leisure,October 2019,5,5,1,5,1,1.0
Qatar Airways,Solo Leisure,November 2019,5,4,4,5,1,1.0
Qatar Airways,Solo Leisure,October 2019,1,5,4,2,3,3.2222222222222223
Qatar Airways,Couple Leisure,October 2019,4,5,4,4,2,1.8888888888888888
Qatar Airways,Solo Leisure,October 2019,5,5,3,1,5,4.555555555555555
Qatar Airways,Solo Leisure,October 2019,5,5,4,4,5,4.555555555555555
Qatar Airways,Solo Leisure,October 2019,3,1,4,4,3,5.0
Qatar Airways,Solo Leisure,October 2019,1,5,2,4,4,3.2222222222222223
Qatar Airways,Solo Leisure,October 2019,3,5,2,5,5,4.555555555555555
Qatar Airways,Solo Leisure,October 2019,2,3,5,5,4,4.111111111111111
Qatar Airways,Business,September 2019,5,3,2,4,1,1.0
Qatar Airways,Solo Leisure,October 2019,5,4,5,4,4,4.555555555555555
Qatar Airways,Business,September 2019,4,5,3,4,5,5.0
Qatar Airways,Couple Leisure,October 2019,2,4,1,4,1,1.4444444444444444
Qatar Airways,Family Leisure,October 2019,5,4,1,3,5,4.111111111111111
Qatar Airways,Solo Leisure,October 2019,5,5,5,3,3,4.111111111111111
Qatar Airways,Couple Leisure,September 2019,4,4,5,3,5,4.555555555555555
Qatar Airways,Couple Leisure,September 2019,1,5,5,4,2,1.8888888888888888
Qatar Airways,Couple Leisure,October 2019,3,3,2,5,5,5.0
Qatar Airways,Business,October 2019,4,1,1,5,4,4.111111111111111
Qatar Airways,Family Leisure,August 2019,4,5,4,4,1,1.0
Qatar Airways,Business,September 2019,2,5,1,5,3,1.4444444444444444
Qatar Airways,Business,September 2019,4,5,5,5,5,5.0
Qatar Airways,Family Leisure,October 2018,5,4,4,5,5,5.0
Qatar Airways,Business,September 2019,5,3,5,5,1,1.0
Qatar Airways,Family Leisure,September 2019,2,1,5,4,2,1.0
Qatar Airways,Couple Leisure,August 2019,4,5,5,3,1,1.4444444444444444
Qatar Airways,Family Leisure,September 2019,5,5,5,5,5,5.0
Qatar Airways,Solo Leisure,September 2019,3,3,1,4,5,5.0
Qatar Airways,Business,September 2019,3,5,5,5,2,1.0
Qatar Airways,Solo Leisure,September 2019,4,4,5,4,4,2.333333333333333
Qatar Airways,Solo Leisure,September 2019,1,2,5,2,5,4.555555555555555
Qatar Airways,Solo Leisure,September 2019,3,4,2,5,5,4.555555555555555
Qatar Airways,Family Leisure,July 2019,2,5,3,5,1,1.0
Qatar Airways,Solo Leisure,September 2019,5,5,5,4,1,1.4444444444444444
Qatar Airways,Solo Leisure,June 2019,4,5,3,4,3,2.7777777777777777
Qatar Airways,Solo Leisure,September 2019,4,5,4,3,5,5.0
Qatar Airways,Couple Leisure,September 2019,4,5,5,5,2,2.333333333333333
Qatar Airways,Family Leisure,August 2019,1,1,4,5,3,1.0
Qatar Airways,Solo Leisure,August 2019,5,5,4,4,3,4.111111111111111
Qatar Airways,Solo Leisure,August 2019,3,5,2,5,3,4.555555555555555
Qatar Airways,Solo Leisure,August 2019,3,5,5,4,4,4.111111111111111
Qatar Airways,Business,September 2019,5,5,4,4,2,1.4444444444444444
Qatar Airways,Business,September 2019,4,1,5,5,3,3.666666666666666
Qatar Airways,Couple Leisure,August 2019,5,1,5,3,3,4.111111111111111
Qatar Airways,Solo Leisure,July 2019,5,5,4,5,3,3.666666666666666
Qatar Airways,Family Leisure,July 2019,5,4,5,5,1,1.0
Qatar Airways,Solo Leisure,May 2019,5,5,5,4,3,1.4444444444444444
Qatar Airways,Solo Leisure,August 2019,5,5,5,4,3,5.0
Qatar Airways,Solo Leisure,August 2019,3,4,4,4,2,2.7777777777777777
Qatar Airways,Solo Leisure,August 2019,5,2,1,5,2,1.8888888888888888
Qatar Airways,Couple Leisure,August 2019,5,5,3,5,2,1.8888888888888888
Qatar Airways,Couple Leisure,July 2019,2,4,5,3,1,1.8888888888888888
Qatar Airways,Business,July 2019,1,5,4,2,5,5.0
Qatar Airways,Business,August 2019,3,5,4,5,5,5.0
Qatar Airways,Couple Leisure,August 2019,5,5,5,3,5,4.555555555555555
Qatar Airways,Solo Leisure,July 2019,1,5,2,5,1,1.4444444444444444
Qatar Airways,Solo Leisure,August 2019,5,5,5,3,2,3.666666666666666
Qatar Airways,Solo Leisure,August 2019,3,5,5,4,3,3.666666666666666
Qatar Airways,Business,July 2019,4,5,5,4,4,3.666666666666666
Qatar Airways,Couple Leisure,July 2019,5,5,5,4,5,5.0
Qatar Airways,Couple Leisure,July 2019,3,1,5,5,1,1.0
Qatar Airways,Solo Leisure,July 2019,5,5,3,5,5,5.0
Qatar Airways,Couple Leisure,July 2019,2,4,3,5,5,5.0
Qatar Airways,Solo Leisure,June 2019,5,5,4,5,5,5.0
Qatar Airways,Couple Leisure,May 2019,5,5,4,5,5,5.0
Qatar Airways,Couple Leisure,July 2019,4,4,2,5,5,5.0
Qatar Airways,Couple Leisure,July 2019,5,5,5,5,3,2.7777777777777777
Qatar Airways,Business,July 2019,4,3,4,5,5,4.555555555555555
Qatar Airways,Family Leisure,July 2019,5,4,5,5,5,5.0
Qatar Airways,Solo Leisure,July 2019,4,5,3,3,2,2.7777777777777777
Qatar Airways,Business,July 2019,3,5,4,5,1,1.0
Qatar Airways,Family Leisure,July 2019,5,5,3,3,3,3.666666666666666
Qatar Airways,Solo Leisure,June 2019,3,4,3,4,5,5.0
Qatar Airways,Solo Leisure,July 2019,4,5,3,4,1,1.4444444444444444
Qatar Airways,Couple Leisure,July 2019,5,5,5,5,4,5.0
Qatar Airways,Solo Leisure,June 2019,4,5,5,5,3,4.555555555555555
Qatar Airways,Business,July 2019,5,2,5,3,3,1.8888888888888888
Qatar Airways,Solo Leisure,June 2019,3,5,5,1,4,4.555555555555555
Qatar Airways,Solo Leisure,June 2019,5,5,4,3,3,2.7777777777777777
Qatar Airways,Family Leisure,May 2019,5,5,5,4,4,1.0
Qatar Airways,Family Leisure,June 2019,5,2,5,3,3,2.7777777777777777
Qatar Airways,Family Leisure,June 2019,4,5,4,2,5,5.0
Qatar Airways,Solo Leisure,June 2019,3,4,5,4,5,5.0
Qatar Airways,Solo Leisure,June 2019,3,1,1,4,1,1.0
Qatar Airways,Family Leisure,June 2019,5,4,4,3,1,1.0
Qatar Airways,Solo Leisure,June 2019,4,3,5,2,5,5.0
Qatar Airways,Solo Leisure,June 2019,5,3,3,5,4,5.0
Qatar Airways,Solo Leisure,May 2019,4,3,5,4,4,2.333333333333333
Qatar Airways,Business,April 2019,5,5,4,3,3,2.333333333333333
Qatar Airways,Business,April 2019,4,5,2,5,1,1.0
Qatar Airways,Family Leisure,June 2019,5,4,1,5,1,1.0
Qatar Airways,Family Leisure,May 2019,1,5,5,5,4,5.0
Qatar Airways,Solo Leisure,May 2019,3,5,5,5,4,3.2222222222222223
Qatar Airways,Family Leisure,April 2019,5,5,5,4,5,5.0
Qatar Airways,Family Leisure,May 2019,3,5,3,4,4,2.7777777777777777
Qatar Airways,Business,April 2019,3,1,5,5,5,4.555555555555555
Qatar Airways,Business,May 2019,3,5,4,2,3,1.0
Qatar Airways,Family Leisure,May 2019,5,5,4,5,4,4.111111111111111
Qatar Airways,Solo Leisure,April 2019,5,5,3,4,5,5.0
Qatar Airways,Solo Leisure,May 2019,5,5,5,4,5,5.0
Qatar Airways,Couple Leisure,May 2019,4,5,5,5,4,4.111111111111111
Qatar Airways,Couple Leisure,May 2019,5,5,3,4,4,3.666666666666666
Qatar Airways,Solo Leisure,May 2019,4,5,3,4,3,4.555555555555555
Qatar Airways,Family Leisure,May 2019,3,5,4,2,4,5.0
Qatar Airways,Business,May 2019,3,5,5,5,4,1.8888888888888888
Qatar Airways,Solo Leisure,May 2019,1,5,3,2,4,3.2222222222222223
Qatar Airways,Solo Leisure,May 2019,3,4,3,5,3,4.555555555555555
Qatar Airways,Couple Leisure,May 2019,5,4,5,5,5,4.555555555555555
Qatar Airways,Solo Leisure,April 2019,5,5,5,3,5,5.0
Qatar Airways,Business,May 2019,5,5,5,2,1,1.4444444444444444
Qatar Airways,Solo Leisure,May 2019,5,5,5,5,4,3.666666666666666
Qatar Airways,Family Leisure,April 2019,2,5,3,3,3,3.666666666666666
Qatar Airways,Business,April 2019,2,5,4,4,2,2.333333333333333
Qatar Airways,Business,April 2019,5,4,4,4,3,2.7777777777777777
Qatar Airways,Family Leisure,April 2019,5,5,3,4,3,2.333333333333333
Qatar Airways,Business,April 2019,5,5,5,4,3,3.2222222222222223
Qatar Airways,Business,April 2019,3,5,3,5,5,3.2222222222222223
Qatar Airways,Family Leisure,April 2019,5,5,2,3,5,5.0
Qatar Airways,Solo Leisure,April 2019,5,2,4,4,5,5.0
Qatar Airways,Couple Leisure,April 2019,5,4,4,4,4,3.666666666666666
Qatar Airways,Family Leisure,April 2019,4,4,3,4,5,5.0
Qatar Airways,Solo Leisure,April 2019,5,5,5,5,5,4.111111111111111
Qatar Airways,Solo Leisure,April 2019,5,5,4,3,5,5.0
Qatar Airways,Solo Leisure,April 2019,5,5,4,5,5,5.0
Qatar Airways,Business,April 2019,1,5,3,4,4,3.666666666666666
Qatar Airways,Family Leisure,April 2019,4,4,2,3,1,1.4444444444444444
Qatar Airways,Business,March 2019,5,4,5,5,4,3.666666666666666
